year, uni, subject, num
2010,"The Manchester Metropolitan University","Technologies",70
2010,"The Manchester Metropolitan University","Architecture, Building and Planning",45
2010,"The Manchester Metropolitan University","Social Studies",800
2010,"The Manchester Metropolitan University","Law",300
2010,"The Manchester Metropolitan University","Business and Admin studies",2345
2010,"The Manchester Metropolitan University","Mass Communication and Documentation",45
2010,"The Manchester Metropolitan University","Linguistics, Classics and related",145
2010,"The Manchester Metropolitan University","European Languages, Literature and related",75
2010,"The Manchester Metropolitan University","History and Philosophical studies",290
2010,"The Manchester Metropolitan University","Creative Arts and Design",740
2010,"The Manchester Metropolitan University","Education",380
2010,"The Manchester Metropolitan University","Combined arts",430
2010,"The Manchester Metropolitan University","Combined sciences",120
2010,"The Manchester Metropolitan University","Combined social sciences",160
2010,"The Manchester Metropolitan University","Sciences combined with Social Sciences or Arts",785
2010,"The Manchester Metropolitan University","Social Sciences combined with Arts",360
2010,"The Manchester Metropolitan University","General, other combined and unknown",90
2010,"Medway School of Pharmacy","Subjects allied to Medicine",225
2010,"Coleg Menai","Creative Arts and Design",5
2010,"Mid Cheshire College","Technologies",5
2010,"Mid Cheshire College","Creative Arts and Design",5
2010,"Mid Cheshire College","Sciences combined with Social Sciences or Arts",5
2010,"Middlesex University","Subjects allied to Medicine",565
2010,"Middlesex University","Biological Sciences",450
2010,"Middlesex University","Veterinary Sciences, Agriculture and related",40
2010,"Middlesex University","Computer Sciences",300
2010,"Middlesex University","Architecture, Building and Planning",15
2010,"Middlesex University","Social Studies",445
2010,"Middlesex University","Law",130
2010,"Middlesex University","Business and Admin studies",770
2010,"Middlesex University","Mass Communication and Documentation",200
2010,"Middlesex University","Linguistics, Classics and related",90
2010,"Middlesex University","Creative Arts and Design",1005
2010,"Middlesex University","Education",225
2010,"Middlesex University","Combined arts",85
2010,"Middlesex University","Combined sciences",40
2010,"Middlesex University","Combined social sciences",135
2010,"Middlesex University","Sciences combined with Social Sciences or Arts",100
2010,"Middlesex University","Social Sciences combined with Arts",165
2010,"Moulton College","Veterinary Sciences, Agriculture and related",130
2010,"Moulton College","Combined sciences",15
2010,"Mountview Academy of Theatre Arts","Creative Arts and Design",25
2010,"Myerscough College","Biological Sciences",25
2010,"Myerscough College","Veterinary Sciences, Agriculture and related",150
2010,"Myerscough College","Engineering",30
2010,"Myerscough College","Business and Admin studies",20
2010,"Myerscough College","Education",5
2010,"Myerscough College","Combined sciences",10
2010,"Myerscough College","Sciences combined with Social Sciences or Arts",70
2010,"Nazarene Theological College","History and Philosophical studies",15
2010,"Nazarene Theological College","Social Sciences combined with Arts",5
2010,"NPTC Group","Computer Sciences",15
2010,"NPTC Group","Social Studies",5
2010,"NPTC Group","Business and Admin studies",25
2010,"NPTC Group","Creative Arts and Design",10
2010,"NPTC Group","Combined arts",5
2010,"NPTC Group","Sciences combined with Social Sciences or Arts",15
2010,"Newcastle University","Medicine and Dentistry",460
2010,"Newcastle University","Subjects allied to Medicine",290
2010,"Newcastle University","Biological Sciences",425
2010,"Newcastle University","Veterinary Sciences, Agriculture and related",55
2010,"Newcastle University","Physical Sciences",185
2010,"Newcastle University","Mathematical Sciences",125
2010,"Newcastle University","Engineering",560
2010,"Newcastle University","Computer Sciences",180
2010,"Newcastle University","Technologies",10
2010,"Newcastle University","Architecture, Building and Planning",140
2010,"Newcastle University","Social Studies",415
2010,"Newcastle University","Law",145
2010,"Newcastle University","Business and Admin studies",450
2010,"Newcastle University","Linguistics, Classics and related",255
2010,"Newcastle University","European Languages, Literature and related",25
2010,"Newcastle University","Non-European Languages, Literature and related",80
2010,"Newcastle University","History and Philosophical studies",280
2010,"Newcastle University","Creative Arts and Design",135
2010,"Newcastle University","Combined arts",10
2010,"Newcastle University","Combined sciences",40
2010,"Newcastle University","Combined social sciences",35
2010,"Newcastle University","Sciences combined with Social Sciences or Arts",90
2010,"Newcastle University","Social Sciences combined with Arts",50
2010,"Newcastle University","General, other combined and unknown",230
2010,"Newcastle College","Subjects allied to Medicine",15
2010,"Newcastle College","Biological Sciences",30
2010,"Newcastle College","Physical Sciences",10
2010,"Newcastle College","Engineering",55
2010,"Newcastle College","Computer Sciences",85
2010,"Newcastle College","Architecture, Building and Planning",5
2010,"Newcastle College","Social Studies",170
2010,"Newcastle College","Business and Admin studies",210
2010,"Newcastle College","Creative Arts and Design",525
2010,"Newcastle College","Combined arts",10
2010,"Newcastle College","Combined sciences",50
2010,"Newcastle College","Sciences combined with Social Sciences or Arts",165
2010,"Newcastle College","Social Sciences combined with Arts",25
2010,"New College Durham","Subjects allied to Medicine",25
2010,"New College Durham","Biological Sciences",5
2010,"New College Durham","Social Studies",30
2010,"New College Durham","Business and Admin studies",5
2010,"New College Nottingham","Veterinary Sciences, Agriculture and related",5
2010,"New College Nottingham","Engineering",5
2010,"New College Nottingham","Computer Sciences",10
2010,"New College Nottingham","Architecture, Building and Planning",5
2010,"New College Nottingham","Law",20
2010,"New College Nottingham","Business and Admin studies",105
2010,"New College Nottingham","Mass Communication and Documentation",15
2010,"New College Nottingham","Creative Arts and Design",125
2010,"New College Nottingham","Education",15
2010,"New College Nottingham","Sciences combined with Social Sciences or Arts",30
2010,"New College Nottingham","Social Sciences combined with Arts",15
2010,"Newham College London","Subjects allied to Medicine",10
2010,"Newham College London","Biological Sciences",10
2010,"Newham College London","History and Philosophical studies",5
2010,"Newham College London","Education",10
2010,"Newham College London","Combined sciences",20
2010,"Newham College London","Sciences combined with Social Sciences or Arts",10
2010,"Newham College London","Social Sciences combined with Arts",5
2010,"Newham College London","General, other combined and unknown",25
2010,"New College Stamford","Creative Arts and Design",5
2010,"Newman University, Birmingham","Biological Sciences",90
2010,"Newman University, Birmingham","Computer Sciences",10
2010,"Newman University, Birmingham","Social Studies",60
2010,"Newman University, Birmingham","Business and Admin studies",5
2010,"Newman University, Birmingham","Linguistics, Classics and related",30
2010,"Newman University, Birmingham","History and Philosophical studies",25
2010,"Newman University, Birmingham","Creative Arts and Design",20
2010,"Newman University, Birmingham","Education",100
2010,"Newman University, Birmingham","Combined arts",110
2010,"Newman University, Birmingham","Combined sciences",20
2010,"Newman University, Birmingham","Sciences combined with Social Sciences or Arts",85
2010,"Newman University, Birmingham","Social Sciences combined with Arts",55
2010,"University of South Wales (formerly University of Wales, Newport)","Subjects allied to Medicine",15
2010,"University of South Wales (formerly University of Wales, Newport)","Biological Sciences",95
2010,"University of South Wales (formerly University of Wales, Newport)","Engineering",35
2010,"University of South Wales (formerly University of Wales, Newport)","Computer Sciences",80
2010,"University of South Wales (formerly University of Wales, Newport)","Technologies",5
2010,"University of South Wales (formerly University of Wales, Newport)","Architecture, Building and Planning",5
2010,"University of South Wales (formerly University of Wales, Newport)","Social Studies",125
2010,"University of South Wales (formerly University of Wales, Newport)","Business and Admin studies",110
2010,"University of South Wales (formerly University of Wales, Newport)","Linguistics, Classics and related",25
2010,"University of South Wales (formerly University of Wales, Newport)","History and Philosophical studies",50
2010,"University of South Wales (formerly University of Wales, Newport)","Creative Arts and Design",505
2010,"University of South Wales (formerly University of Wales, Newport)","Education",200
2010,"University of South Wales (formerly University of Wales, Newport)","Combined arts",50
2010,"University of South Wales (formerly University of Wales, Newport)","Combined sciences",5
2010,"University of South Wales (formerly University of Wales, Newport)","Combined social sciences",50
2010,"University of South Wales (formerly University of Wales, Newport)","Sciences combined with Social Sciences or Arts",115
2010,"University of South Wales (formerly University of Wales, Newport)","Social Sciences combined with Arts",25
2010,"University of South Wales (formerly University of Wales, Newport)","General, other combined and unknown",30
2010,"University of Northampton","Subjects allied to Medicine",365
2010,"University of Northampton","Biological Sciences",270
2010,"University of Northampton","Physical Sciences",60
2010,"University of Northampton","Engineering",40
2010,"University of Northampton","Computer Sciences",155
2010,"University of Northampton","Technologies",5
2010,"University of Northampton","Architecture, Building and Planning",35
2010,"University of Northampton","Social Studies",300
2010,"University of Northampton","Law",160
2010,"University of Northampton","Business and Admin studies",640
2010,"University of Northampton","Mass Communication and Documentation",95
2010,"University of Northampton","Linguistics, Classics and related",55
2010,"University of Northampton","European Languages, Literature and related",15
2010,"University of Northampton","History and Philosophical studies",80
2010,"University of Northampton","Creative Arts and Design",525
2010,"University of Northampton","Education",270
2010,"University of Northampton","Combined sciences",35
2010,"University of Northampton","Combined social sciences",55
2010,"University of Northampton","Sciences combined with Social Sciences or Arts",75
2010,"University of Northampton","Social Sciences combined with Arts",55
2010,"Norwich University Of The Arts","Creative Arts and Design",520
2010,"Norwich University Of The Arts","Sciences combined with Social Sciences or Arts",60
2010,"Northbrook College Sussex","Engineering",15
2010,"Northbrook College Sussex","Computer Sciences",15
2010,"Northbrook College Sussex","Technologies",30
2010,"Northbrook College Sussex","Business and Admin studies",20
2010,"Northbrook College Sussex","Mass Communication and Documentation",5
2010,"Northbrook College Sussex","Creative Arts and Design",310
2010,"Northbrook College Sussex","Sciences combined with Social Sciences or Arts",10
2010,"Northbrook College Sussex","Social Sciences combined with Arts",10
2010,"NESCOT, Surrey","Subjects allied to Medicine",25
2010,"NESCOT, Surrey","Biological Sciences",10
2010,"NESCOT, Surrey","Computer Sciences",25
2010,"NESCOT, Surrey","Technologies",15
2010,"NESCOT, Surrey","Business and Admin studies",10
2010,"NESCOT, Surrey","Creative Arts and Design",15
2010,"New College Telford","Technologies",10
2010,"North East Worcestershire College","Biological Sciences",20
2010,"North East Worcestershire College","Social Studies",25
2010,"North East Worcestershire College","Creative Arts and Design",30
2010,"North East Worcestershire College","Combined arts",5
2010,"North East Worcestershire College","Sciences combined with Social Sciences or Arts",20
2010,"North Lindsey College","Biological Sciences",25
2010,"North Lindsey College","Computer Sciences",30
2010,"North Lindsey College","Social Studies",55
2010,"North Lindsey College","Business and Admin studies",75
2010,"North Lindsey College","Combined arts",35
2010,"Northumbria University","Subjects allied to Medicine",785
2010,"Northumbria University","Biological Sciences",585
2010,"Northumbria University","Physical Sciences",135
2010,"Northumbria University","Mathematical Sciences",85
2010,"Northumbria University","Engineering",225
2010,"Northumbria University","Computer Sciences",235
2010,"Northumbria University","Technologies",5
2010,"Northumbria University","Architecture, Building and Planning",405
2010,"Northumbria University","Social Studies",240
2010,"Northumbria University","Law",440
2010,"Northumbria University","Business and Admin studies",615
2010,"Northumbria University","Mass Communication and Documentation",220
2010,"Northumbria University","Linguistics, Classics and related",175
2010,"Northumbria University","European Languages, Literature and related",30
2010,"Northumbria University","History and Philosophical studies",80
2010,"Northumbria University","Creative Arts and Design",520
2010,"Northumbria University","Education",120
2010,"Northumbria University","Combined arts",125
2010,"Northumbria University","Combined sciences",65
2010,"Northumbria University","Combined social sciences",50
2010,"Northumbria University","Sciences combined with Social Sciences or Arts",460
2010,"Northumbria University","Social Sciences combined with Arts",160
2010,"Northumbria University","General, other combined and unknown",60
2010,"North Warwickshire and Hinckley College","Business and Admin studies",5
2010,"North Warwickshire and Hinckley College","Creative Arts and Design",5
2010,"Norwich City College of Further and Higher Education (an Associate College of UEA)","Subjects allied to Medicine",5
2010,"Norwich City College of Further and Higher Education (an Associate College of UEA)","Biological Sciences",50
2010,"Norwich City College of Further and Higher Education (an Associate College of UEA)","Computer Sciences",15
2010,"Norwich City College of Further and Higher Education (an Associate College of UEA)","Social Studies",45
2010,"Norwich City College of Further and Higher Education (an Associate College of UEA)","Business and Admin studies",80
2010,"Norwich City College of Further and Higher Education (an Associate College of UEA)","Mass Communication and Documentation",15
2010,"Norwich City College of Further and Higher Education (an Associate College of UEA)","Linguistics, Classics and related",10
2010,"Norwich City College of Further and Higher Education (an Associate College of UEA)","Creative Arts and Design",20
2010,"Norwich City College of Further and Higher Education (an Associate College of UEA)","Sciences combined with Social Sciences or Arts",15
2010,"Norwich City College of Further and Higher Education (an Associate College of UEA)","Social Sciences combined with Arts",40
2010,"The University of Nottingham","Medicine and Dentistry",340
2010,"The University of Nottingham","Subjects allied to Medicine",1310
2010,"The University of Nottingham","Biological Sciences",455
2010,"The University of Nottingham","Veterinary Sciences, Agriculture and related",190
2010,"The University of Nottingham","Physical Sciences",315
2010,"The University of Nottingham","Mathematical Sciences",160
2010,"The University of Nottingham","Engineering",570
2010,"The University of Nottingham","Computer Sciences",95
2010,"The University of Nottingham","Technologies",25
2010,"The University of Nottingham","Architecture, Building and Planning",195
2010,"The University of Nottingham","Social Studies",780
2010,"The University of Nottingham","Law",255
2010,"The University of Nottingham","Business and Admin studies",475
2010,"The University of Nottingham","Mass Communication and Documentation",35
2010,"The University of Nottingham","Linguistics, Classics and related",210
2010,"The University of Nottingham","European Languages, Literature and related",215
2010,"The University of Nottingham","Non-European Languages, Literature and related",145
2010,"The University of Nottingham","History and Philosophical studies",485
2010,"The University of Nottingham","Creative Arts and Design",110
2010,"The University of Nottingham","Combined arts",225
2010,"The University of Nottingham","Combined sciences",60
2010,"The University of Nottingham","Sciences combined with Social Sciences or Arts",75
2010,"The University of Nottingham","Social Sciences combined with Arts",95
2010,"The University of Nottingham","General, other combined and unknown",80
2010,"Nottingham Trent University","Subjects allied to Medicine",85
2010,"Nottingham Trent University","Biological Sciences",810
2010,"Nottingham Trent University","Veterinary Sciences, Agriculture and related",140
2010,"Nottingham Trent University","Physical Sciences",285
2010,"Nottingham Trent University","Mathematical Sciences",85
2010,"Nottingham Trent University","Engineering",125
2010,"Nottingham Trent University","Computer Sciences",155
2010,"Nottingham Trent University","Architecture, Building and Planning",345
2010,"Nottingham Trent University","Social Studies",545
2010,"Nottingham Trent University","Law",550
2010,"Nottingham Trent University","Business and Admin studies",885
2010,"Nottingham Trent University","Mass Communication and Documentation",240
2010,"Nottingham Trent University","Linguistics, Classics and related",160
2010,"Nottingham Trent University","European Languages, Literature and related",40
2010,"Nottingham Trent University","Non-European Languages, Literature and related",10
2010,"Nottingham Trent University","History and Philosophical studies",90
2010,"Nottingham Trent University","Creative Arts and Design",900
2010,"Nottingham Trent University","Education",245
2010,"Nottingham Trent University","Combined arts",145
2010,"Nottingham Trent University","Combined sciences",110
2010,"Nottingham Trent University","Combined social sciences",105
2010,"Nottingham Trent University","Sciences combined with Social Sciences or Arts",370
2010,"Nottingham Trent University","Social Sciences combined with Arts",300
2010,"Nottingham Trent University","General, other combined and unknown",25
2010,"Oxford University","Medicine and Dentistry",185
2010,"Oxford University","Subjects allied to Medicine",25
2010,"Oxford University","Biological Sciences",250
2010,"Oxford University","Physical Sciences",380
2010,"Oxford University","Mathematical Sciences",195
2010,"Oxford University","Engineering",150
2010,"Oxford University","Computer Sciences",20
2010,"Oxford University","Social Studies",325
2010,"Oxford University","Law",225
2010,"Oxford University","Linguistics, Classics and related",360
2010,"Oxford University","European Languages, Literature and related",165
2010,"Oxford University","Non-European Languages, Literature and related",30
2010,"Oxford University","History and Philosophical studies",360
2010,"Oxford University","Creative Arts and Design",90
2010,"Oxford University","Combined arts",130
2010,"Oxford University","Combined sciences",55
2010,"Oxford University","Combined social sciences",90
2010,"Oxford University","Sciences combined with Social Sciences or Arts",45
2010,"Oxford University","Social Sciences combined with Arts",85
2010,"Oxford University","General, other combined and unknown",40
2010,"Oxford Brookes University","Subjects allied to Medicine",640
2010,"Oxford Brookes University","Biological Sciences",245
2010,"Oxford Brookes University","Veterinary Sciences, Agriculture and related",40
2010,"Oxford Brookes University","Physical Sciences",10
2010,"Oxford Brookes University","Mathematical Sciences",20
2010,"Oxford Brookes University","Engineering",350
2010,"Oxford Brookes University","Computer Sciences",145
2010,"Oxford Brookes University","Technologies",60
2010,"Oxford Brookes University","Architecture, Building and Planning",220
2010,"Oxford Brookes University","Social Studies",245
2010,"Oxford Brookes University","Law",120
2010,"Oxford Brookes University","Business and Admin studies",750
2010,"Oxford Brookes University","Mass Communication and Documentation",125
2010,"Oxford Brookes University","Linguistics, Classics and related",55
2010,"Oxford Brookes University","European Languages, Literature and related",5
2010,"Oxford Brookes University","Non-European Languages, Literature and related",55
2010,"Oxford Brookes University","History and Philosophical studies",175
2010,"Oxford Brookes University","Creative Arts and Design",150
2010,"Oxford Brookes University","Education",305
2010,"Oxford Brookes University","Combined arts",155
2010,"Oxford Brookes University","Combined sciences",35
2010,"Oxford Brookes University","Combined social sciences",50
2010,"Oxford Brookes University","Sciences combined with Social Sciences or Arts",160
2010,"Oxford Brookes University","Social Sciences combined with Arts",180
2010,"Oxford Brookes University","General, other combined and unknown",150
2010,"University of London Institute in Paris","European Languages, Literature and related",65
2010,"Pembrokeshire College","Biological Sciences",10
2010,"Pembrokeshire College","Engineering",5
2010,"Pembrokeshire College","Computer Sciences",10
2010,"Pembrokeshire College","Architecture, Building and Planning",10
2010,"Pembrokeshire College","Business and Admin studies",25
2010,"Pembrokeshire College","Creative Arts and Design",10
2010,"Peninsula College of Medicine & Dentistry","Medicine and Dentistry",285
2010,"Peninsula College of Medicine & Dentistry","Subjects allied to Medicine",35
2010,"University Centre Peterborough","Biological Sciences",10
2010,"University Centre Peterborough","Physical Sciences",10
2010,"University Centre Peterborough","Engineering",10
2010,"University Centre Peterborough","Computer Sciences",30
2010,"University Centre Peterborough","Architecture, Building and Planning",5
2010,"University Centre Peterborough","Social Studies",5
2010,"University Centre Peterborough","Law",5
2010,"University Centre Peterborough","Business and Admin studies",55
2010,"University Centre Peterborough","Mass Communication and Documentation",20
2010,"University Centre Peterborough","Linguistics, Classics and related",15
2010,"University Centre Peterborough","History and Philosophical studies",5
2010,"University Centre Peterborough","Creative Arts and Design",5
2010,"University Centre Peterborough","Combined arts",5
2010,"University Centre Peterborough","Social Sciences combined with Arts",10
2010,"Plymouth University","Subjects allied to Medicine",830
2010,"Plymouth University","Biological Sciences",595
2010,"Plymouth University","Veterinary Sciences, Agriculture and related",160
2010,"Plymouth University","Physical Sciences",545
2010,"Plymouth University","Mathematical Sciences",110
2010,"Plymouth University","Engineering",560
2010,"Plymouth University","Computer Sciences",330
2010,"Plymouth University","Technologies",230
2010,"Plymouth University","Architecture, Building and Planning",225
2010,"Plymouth University","Social Studies",605
2010,"Plymouth University","Law",290
2010,"Plymouth University","Business and Admin studies",1410
2010,"Plymouth University","Linguistics, Classics and related",85
2010,"Plymouth University","History and Philosophical studies",155
2010,"Plymouth University","Creative Arts and Design",670
2010,"Plymouth University","Education",380
2010,"Plymouth University","Combined arts",50
2010,"Plymouth University","Combined sciences",205
2010,"Plymouth University","Combined social sciences",20
2010,"Plymouth University","Sciences combined with Social Sciences or Arts",85
2010,"Plymouth University","Social Sciences combined with Arts",25
2010,"University of St Mark & St John (formerly UCP Marjon)","Subjects allied to Medicine",50
2010,"University of St Mark & St John (formerly UCP Marjon)","Biological Sciences",55
2010,"University of St Mark & St John (formerly UCP Marjon)","Mathematical Sciences",5
2010,"University of St Mark & St John (formerly UCP Marjon)","Social Studies",45
2010,"University of St Mark & St John (formerly UCP Marjon)","Mass Communication and Documentation",40
2010,"University of St Mark & St John (formerly UCP Marjon)","Linguistics, Classics and related",30
2010,"University of St Mark & St John (formerly UCP Marjon)","Creative Arts and Design",40
2010,"University of St Mark & St John (formerly UCP Marjon)","Education",275
2010,"University of St Mark & St John (formerly UCP Marjon)","Combined sciences",25
2010,"University of St Mark & St John (formerly UCP Marjon)","Sciences combined with Social Sciences or Arts",100
2010,"University of St Mark & St John (formerly UCP Marjon)","Social Sciences combined with Arts",15
2010,"Plymouth College of Art","Creative Arts and Design",280
2010,"Plymouth College of Art","Sciences combined with Social Sciences or Arts",20
2010,"Plymouth College of Art","Social Sciences combined with Arts",30
2010,"University of Portsmouth","Subjects allied to Medicine",440
2010,"University of Portsmouth","Biological Sciences",505
2010,"University of Portsmouth","Physical Sciences",350
2010,"University of Portsmouth","Mathematical Sciences",165
2010,"University of Portsmouth","Engineering",400
2010,"University of Portsmouth","Computer Sciences",365
2010,"University of Portsmouth","Technologies",10
2010,"University of Portsmouth","Architecture, Building and Planning",200
2010,"University of Portsmouth","Social Studies",440
2010,"University of Portsmouth","Law",320
2010,"University of Portsmouth","Business and Admin studies",700
2010,"University of Portsmouth","Mass Communication and Documentation",245
2010,"University of Portsmouth","Linguistics, Classics and related",160
2010,"University of Portsmouth","European Languages, Literature and related",75
2010,"University of Portsmouth","Non-European Languages, Literature and related",25
2010,"University of Portsmouth","History and Philosophical studies",55
2010,"University of Portsmouth","Creative Arts and Design",530
2010,"University of Portsmouth","Education",35
2010,"University of Portsmouth","Combined arts",190
2010,"University of Portsmouth","Combined sciences",90
2010,"University of Portsmouth","Combined social sciences",85
2010,"University of Portsmouth","Sciences combined with Social Sciences or Arts",110
2010,"University of Portsmouth","Social Sciences combined with Arts",210
2010,"Queen Margaret University, Edinburgh","Subjects allied to Medicine",275
2010,"Queen Margaret University, Edinburgh","Biological Sciences",60
2010,"Queen Margaret University, Edinburgh","Business and Admin studies",250
2010,"Queen Margaret University, Edinburgh","Mass Communication and Documentation",95
2010,"Queen Margaret University, Edinburgh","Creative Arts and Design",75
2010,"Queen Margaret University, Edinburgh","Sciences combined with Social Sciences or Arts",45
2010,"Queen Margaret University, Edinburgh","Social Sciences combined with Arts",25
2010,"Queen Mary University of London","Medicine and Dentistry",360
2010,"Queen Mary University of London","Subjects allied to Medicine",95
2010,"Queen Mary University of London","Biological Sciences",295
2010,"Queen Mary University of London","Physical Sciences",260
2010,"Queen Mary University of London","Mathematical Sciences",205
2010,"Queen Mary University of London","Engineering",275
2010,"Queen Mary University of London","Computer Sciences",190
2010,"Queen Mary University of London","Technologies",35
2010,"Queen Mary University of London","Social Studies",275
2010,"Queen Mary University of London","Law",280
2010,"Queen Mary University of London","Business and Admin studies",265
2010,"Queen Mary University of London","Mass Communication and Documentation",40
2010,"Queen Mary University of London","Linguistics, Classics and related",230
2010,"Queen Mary University of London","European Languages, Literature and related",75
2010,"Queen Mary University of London","History and Philosophical studies",125
2010,"Queen Mary University of London","Creative Arts and Design",60
2010,"Queen Mary University of London","Combined arts",105
2010,"Queen Mary University of London","Combined sciences",75
2010,"Queen Mary University of London","Combined social sciences",70
2010,"Queen Mary University of London","Sciences combined with Social Sciences or Arts",55
2010,"Queen Mary University of London","Social Sciences combined with Arts",50
2010,"Queen Mary University of London","General, other combined and unknown",10
2010,"Queen's University Belfast","Medicine and Dentistry",315
2010,"Queen's University Belfast","Subjects allied to Medicine",235
2010,"Queen's University Belfast","Biological Sciences",275
2010,"Queen's University Belfast","Veterinary Sciences, Agriculture and related",70
2010,"Queen's University Belfast","Physical Sciences",225
2010,"Queen's University Belfast","Mathematical Sciences",90
2010,"Queen's University Belfast","Engineering",390
2010,"Queen's University Belfast","Computer Sciences",190
2010,"Queen's University Belfast","Technologies",35
2010,"Queen's University Belfast","Architecture, Building and Planning",115
2010,"Queen's University Belfast","Social Studies",305
2010,"Queen's University Belfast","Law",270
2010,"Queen's University Belfast","Business and Admin studies",285
2010,"Queen's University Belfast","Linguistics, Classics and related",160
2010,"Queen's University Belfast","European Languages, Literature and related",55
2010,"Queen's University Belfast","History and Philosophical studies",215
2010,"Queen's University Belfast","Creative Arts and Design",115
2010,"Queen's University Belfast","Combined arts",105
2010,"Queen's University Belfast","Combined sciences",50
2010,"Queen's University Belfast","Combined social sciences",25
2010,"Queen's University Belfast","Sciences combined with Social Sciences or Arts",85
2010,"Queen's University Belfast","Social Sciences combined with Arts",130
2010,"Ravensbourne","Engineering",5
2010,"Ravensbourne","Computer Sciences",5
2010,"Ravensbourne","Architecture, Building and Planning",15
2010,"Ravensbourne","Creative Arts and Design",345
2010,"Ravensbourne","Combined arts",50
2010,"Ravensbourne","Combined sciences",5
2010,"Ravensbourne","Sciences combined with Social Sciences or Arts",90
2010,"Ravensbourne","Social Sciences combined with Arts",40
2010,"University of Reading","Subjects allied to Medicine",145
2010,"University of Reading","Biological Sciences",280
2010,"University of Reading","Veterinary Sciences, Agriculture and related",95
2010,"University of Reading","Physical Sciences",220
2010,"University of Reading","Mathematical Sciences",110
2010,"University of Reading","Engineering",40
2010,"University of Reading","Computer Sciences",100
2010,"University of Reading","Architecture, Building and Planning",150
2010,"University of Reading","Social Studies",200
2010,"University of Reading","Law",160
2010,"University of Reading","Business and Admin studies",155
2010,"University of Reading","Linguistics, Classics and related",185
2010,"University of Reading","European Languages, Literature and related",40
2010,"University of Reading","History and Philosophical studies",220
2010,"University of Reading","Creative Arts and Design",140
2010,"University of Reading","Education",155
2010,"University of Reading","Combined arts",110
2010,"University of Reading","Combined sciences",65
2010,"University of Reading","Combined social sciences",15
2010,"University of Reading","Sciences combined with Social Sciences or Arts",95
2010,"University of Reading","Social Sciences combined with Arts",70
2010,"University of Reading","General, other combined and unknown",40
2010,"Regent's University London (incorporating E77 European Business School)","Biological Sciences",5
2010,"Regent's University London (incorporating E77 European Business School)","Business and Admin studies",40
2010,"Regent's University London (incorporating E77 European Business School)","Creative Arts and Design",5
2010,"Richmond, The American International University in London","Biological Sciences",5
2010,"Richmond, The American International University in London","Social Studies",10
2010,"Richmond, The American International University in London","Business and Admin studies",30
2010,"Richmond, The American International University in London","Mass Communication and Documentation",5
2010,"Richmond, The American International University in London","Creative Arts and Design",5
2010,"Riverside College Halton","Business and Admin studies",15
2010,"Robert Gordon University","Subjects allied to Medicine",665
2010,"Robert Gordon University","Biological Sciences",75
2010,"Robert Gordon University","Physical Sciences",55
2010,"Robert Gordon University","Engineering",180
2010,"Robert Gordon University","Computer Sciences",130
2010,"Robert Gordon University","Architecture, Building and Planning",145
2010,"Robert Gordon University","Social Studies",190
2010,"Robert Gordon University","Law",100
2010,"Robert Gordon University","Business and Admin studies",400
2010,"Robert Gordon University","Mass Communication and Documentation",90
2010,"Robert Gordon University","Creative Arts and Design",180
2010,"Robert Gordon University","Social Sciences combined with Arts",85
2010,"University of Roehampton","Subjects allied to Medicine",130
2010,"University of Roehampton","Biological Sciences",380
2010,"University of Roehampton","Computer Sciences",55
2010,"University of Roehampton","Social Studies",105
2010,"University of Roehampton","Law",35
2010,"University of Roehampton","Business and Admin studies",240
2010,"University of Roehampton","Mass Communication and Documentation",35
2010,"University of Roehampton","Linguistics, Classics and related",120
2010,"University of Roehampton","European Languages, Literature and related",30
2010,"University of Roehampton","History and Philosophical studies",155
2010,"University of Roehampton","Creative Arts and Design",240
2010,"University of Roehampton","Education",465
2010,"University of Roehampton","Combined arts",365
2010,"University of Roehampton","Combined social sciences",45
2010,"University of Roehampton","Sciences combined with Social Sciences or Arts",230
2010,"University of Roehampton","Social Sciences combined with Arts",90
2010,"University of Roehampton","General, other combined and unknown",20
2010,"Rose Bruford College","Creative Arts and Design",180
2010,"Rose Bruford College","Sciences combined with Social Sciences or Arts",20
2010,"Rotherham College of Arts and Technology","Creative Arts and Design",10
2010,"Royal Agricultural University, Cirencester","Veterinary Sciences, Agriculture and related",190
2010,"Royal Agricultural University, Cirencester","Business and Admin studies",120
2010,"Royal Agricultural University, Cirencester","Sciences combined with Social Sciences or Arts",40
2010,"Royal Academy of Dance","Creative Arts and Design",55
2010,"Royal Holloway, University of London","Subjects allied to Medicine",90
2010,"Royal Holloway, University of London","Biological Sciences",280
2010,"Royal Holloway, University of London","Physical Sciences",185
2010,"Royal Holloway, University of London","Mathematical Sciences",100
2010,"Royal Holloway, University of London","Computer Sciences",75
2010,"Royal Holloway, University of London","Social Studies",305
2010,"Royal Holloway, University of London","Business and Admin studies",310
2010,"Royal Holloway, University of London","Linguistics, Classics and related",190
2010,"Royal Holloway, University of London","European Languages, Literature and related",130
2010,"Royal Holloway, University of London","History and Philosophical studies",160
2010,"Royal Holloway, University of London","Creative Arts and Design",280
2010,"Royal Holloway, University of London","Combined arts",110
2010,"Royal Holloway, University of London","Combined sciences",20
2010,"Royal Holloway, University of London","Combined social sciences",65
2010,"Royal Holloway, University of London","Sciences combined with Social Sciences or Arts",45
2010,"Royal Holloway, University of London","Social Sciences combined with Arts",45
2010,"Royal Veterinary College (University of London)","Veterinary Sciences, Agriculture and related",295
